id,source_number,level,unit,book_page,pdf_page,word,reading,part_of_speech,meaning_zh_original,meaning_zh_reviewed,sentence_ja_original,sentence_ja,sentence_zh_original,sentence_zh_reviewed,translation_status,correction_category,translation_note,has_original_sentence
n3_2018,2018,N3,20,128,130,金銭,きんせん,名,金钱，钱财，钱款,金钱，钱财，钱款,その人は金銭に細かい人です。,その人は金銭に細かい人です。,那个人对钱抠得很细。,那个人对钱抠得很细。,original_book,,使用原书例句与原书中文译文。,True
n3_2019,2019,N3,20,128,130,具体,ぐたい,名,具体,具体,具体例をあげて説明してください。,具体例をあげて説明してください。,请举出具体事例说明。,请举出具体事例说明。,original_book,,使用原书例句与原书中文译文。,True
n3_2020,2020,N3,20,128,130,区別,くべつ,名·他サ,区别，差异,区别，差异,よく似ているので、ちょっと区別できません。,よく似ているので、ちょっと区別できません。,很相似，所以无法区分。,很相似，所以无法区分。,original_book,,使用原书例句与原书中文译文。,True
n3_2021,2021,N3,20,129,131,苦しむ,くるしむ,自五,感到痛苦，感到难受,感到痛苦，感到难受,彼はずいぶん試験勉強に苦しんでいます。,彼はずいぶん試験勉強に苦しんでいます。,他忙于备考，很痛苦。,他忙于备考，很痛苦。,original_book,,使用原书例句与原书中文译文。,True
n3_2022,2022,N3,20,129,131,下駄,げた,名,木屐,木屐,下駄を履いて歩く音が嫌です。,下駄を履いて歩く音が嫌です。,不喜欢穿着木屐走路的声音。,不喜欢穿着木屐走路的声音。,original_book,,使用原书例句与原书中文译文。,True
n3_2023,2023,N3,20,129,131,検査,けんさ,名·他サ,检查；检验,检查；检验,病院へ血液を検査しに行きます。,病院へ血液を検査しに行きます。,去医院验血。,去医院验血。,original_book,,使用原书例句与原书中文译文。,True
n3_2024,2024,N3,20,129,131,検討,けんとう,名·他サ,探讨，研究,探讨，研究,この企画についてさらに検討する必要があります。,この企画についてさらに検討する必要があります。,有必要重新评估这份策划案。,有必要重新评估这份策划案。,original_book,,使用原书例句与原书中文译文。,True
n3_2025,2025,N3,20,129,131,交流,こうりゅう,名·自サ,交流；往来,交流；往来,中国と日本の間で文化の交流が盛んに行われています。,中国と日本の間で文化の交流が盛んに行われています。,中日两国间进行着密切的文化交流。,中日两国间进行着密切的文化交流。,original_book,,使用原书例句与原书中文译文。,True
n3_2026,2026,N3,20,129,131,国境,こっきょう,名,国境，边境,国境，边境,芸術に国境はありません。,芸術に国境はありません。,艺术无国界。,艺术无国界。,original_book,,使用原书例句与原书中文译文。,True
n3_2027,2027,N3,20,129,131,困難,こんなん,名·形动,困难,困难,その問題を解決するのは困難です。,その問題を解決するのは困難です。,解决那个问题有困难。,解决那个问题有困难。,original_book,,使用原书例句与原书中文译文。,True
n3_2028,2028,N3,20,129,131,騒がしい,さわがしい,形,吵闹的,吵闹的,周りが騒がしくてよく聞こえない。,周りが騒がしくてよく聞こえない。,周围很吵闹，听不清楚。,周围很吵闹，听不清楚。,original_book,,使用原书例句与原书中文译文。,True
n3_2029,2029,N3,20,129,131,自家用車,じかようしゃ,名,私人汽车，私家车,私人汽车，私家车,自分の家のために使用する自動車は自家用車です。,自分の家のために使用する自動車は自家用車です。,自家使用的车称为私家车。,自家使用的车称为私家车。,original_book,,使用原书例句与原书中文译文。,True
n3_2030,2030,N3,20,129,131,質,しつ,名,内容；实质；性质；品质，质量,内容；实质；性质；品质，质量,研究成果を評価する際には、量より質が大切だと考えています。,研究成果を評価する際には、量より質が大切だと考えています。,我认为在评估研究成果时，质量比数量重要。,我认为在评估研究成果时，质量比数量重要。,original_book,,使用原书例句与原书中文译文。,True
n3_2031,2031,N3,20,129,131,失業,しつぎょう,名·自サ,失业,失业,会社がつぶれて彼は失業しました。,会社がつぶれて彼は失業しました。,公司倒闭，他失业了。,公司倒闭，他失业了。,original_book,,使用原书例句与原书中文译文。,True
n3_2032,2032,N3,20,129,131,実験,じっけん,名·他サ,实验；体验,实验；体验,実験によって証明します。,実験によって証明します。,用实验证明。,用实验证明。,original_book,,使用原书例句与原书中文译文。,True
n3_2033,2033,N3,20,129,131,死亡,しぼう,名·自サ,死，死亡,死，死亡,祖父は昨日死亡しました。,祖父は昨日死亡しました。,祖父昨天去世了。,祖父昨天去世了。,original_book,,使用原书例句与原书中文译文。,True
n3_2034,2034,N3,20,129,131,しまった,しまった,感,糟糕，糟了,糟糕，糟了,しまった、傘を持ってくるのを忘れました。,しまった、傘を持ってくるのを忘れました。,糟糕！忘记带伞了。,糟糕！忘记带伞了。,original_book,,使用原书例句与原书中文译文。,True
n3_2035,2035,N3,20,129,131,縞模様,しまもよう,名,条纹,条纹,彼女の着ているスカートには、黒と白の縞模様がある。,彼女の着ているスカートには、黒と白の縞模様がある。,她穿的短裙上有黑色和白色的条纹图案。,她穿的短裙上有黑色和白色的条纹图案。,original_book,,使用原书例句与原书中文译文。,True
n3_2036,2036,N3,20,129,131,示す,しめす,他五,出示；表示；指示,出示；表示；指示,数字を示して説得します。,数字を示して説得します。,用数字说服对方。,用数字说服对方。,original_book,,使用原书例句与原书中文译文。,True
n3_2037,2037,N3,20,129,131,湿る,しめる,自五,湿；火熄灭,湿；火熄灭,朝露で草が湿っていた。,朝露で草が湿っていた。,清晨的露水把草弄湿了。,清晨的露水把草弄湿了。,original_book,,使用原书例句与原书中文译文。,True
n3_2038,2038,N3,20,129,131,社会人,しゃかいじん,名,社会成员,社会成员,来年、大学を卒業したら、社会人として働く予定だ。,来年、大学を卒業したら、社会人として働く予定だ。,打算明年大学毕业后工作，迈入社会。,打算明年大学毕业后工作，迈入社会。,original_book,,使用原书例句与原书中文译文。,True
n3_2039,2039,N3,20,129,131,シャッター,シャッター,名,百叶门窗；（相机）快门,百叶门窗；（相机）快门,店の表戸は自動シャッター式にしてある。,店の表戸は自動シャッター式にしてある。,店铺的外层大门是自动百叶门。,店铺的外层大门是自动百叶门。,original_book,,使用原书例句与原书中文译文。,True
n3_2040,2040,N3,20,129,131,車輪,しゃりん,名,车轮,车轮,前の車輪が外れました。,前の車輪が外れました。,前车轮脱落了。,前车轮脱落了。,original_book,,使用原书例句与原书中文译文。,True
n3_2041,2041,N3,20,129,131,じゃんけん,じゃんけん,名,猜拳，划拳,猜拳，划拳,じゃんけんで試合の先攻を決めます。,じゃんけんで試合の先攻を決めます。,猜拳决定比赛的先手。,猜拳决定比赛的先手。,original_book,,使用原书例句与原书中文译文。,True
n3_2042,2042,N3,20,130,132,州,しゅう,名,州,州,ハワイは1959年に州になりました。,ハワイは1959年に州になりました。,夏威夷于1959年成为美国的一个州。,夏威夷于1959年成为美国的一个州。,original_book,,使用原书例句与原书中文译文。,True
n3_2043,2043,N3,20,130,132,集,しゅう,名·接尾,（诗歌等）集,（诗歌等）集,これは有名な作家の詩集です。,これは有名な作家の詩集です。,这是著名作家的诗集。,这是著名作家的诗集。,original_book,,使用原书例句与原书中文译文。,True
n3_2044,2044,N3,20,130,132,周囲,しゅうい,名,周围，四周,周围，四周,池の周囲を散歩します。,池の周囲を散歩します。,在池塘周围散步。,在池塘周围散步。,original_book,,使用原书例句与原书中文译文。,True
n3_2045,2045,N3,20,130,132,職業,しょくぎょう,名,职业,职业,彼の職 業は弁護士です。,彼の職業は弁護士です。,他的职业是律师。,他的职业是律师。,original_book,,使用原书例句与原书中文译文。,True
n3_2046,2046,N3,20,130,132,食卓,しょくたく,名,饭桌，餐桌,饭桌，餐桌,食卓を共にします。,食卓を共にします。,同桌用餐。,同桌用餐。,original_book,,使用原书例句与原书中文译文。,True
n3_2047,2047,N3,20,130,132,職場,しょくば,名,工作单位；工作岗位,工作单位；工作岗位,職場まで歩いて通います。,職場まで歩いて通います。,走路上下班。,走路上下班。,original_book,,使用原书例句与原书中文译文。,True
n3_2048,2048,N3,20,130,132,食費,しょくひ,名,伙食费，饭费,伙食费，饭费,食費はいくら払っていますか。,食費はいくら払っていますか。,花了多少饭费？,花了多少饭费？,original_book,,使用原书例句与原书中文译文。,True
n3_2049,2049,N3,20,130,132,全て,すべて,名·副,全部,全部,すべての人が賛成した。,すべての人が賛成した。,所有人都赞同。,所有人都赞同。,original_book,,使用原书例句与原书中文译文。,True
n3_2050,2050,N3,20,130,132,スムーズ,スムーズ,形动,顺利，圆满；光滑，流畅，顺畅,顺利，圆满；光滑，流畅，顺畅,問題はスムーズに収まった。,問題はスムーズに収まった。,顺利地解决了问题。,顺利地解决了问题。,original_book,,使用原书例句与原书中文译文。,True
n3_2051,2051,N3,20,130,132,ずらり,ずらり,副,一大排，成排,一大排，成排,自動車が道に沿ってずらりと並んでいる。,自動車が道に沿ってずらりと並んでいる。,汽车沿着公路排成一列。,汽车沿着公路排成一列。,original_book,,使用原书例句与原书中文译文。,True
n3_2052,2052,N3,20,130,132,青年,せいねん,名,青年,青年,彼はたくましい青年だ。,彼はたくましい青年だ。,他是一个健壮的青年。,他是一个健壮的青年。,original_book,,使用原书例句与原书中文译文。,True
n3_2053,2053,N3,20,130,132,政府,せいふ,名,政府,政府,その国の政府は、新しい環境政策を発表した。,その国の政府は、新しい環境政策を発表した。,该国政府宣布了新的环境政策。,该国政府宣布了新的环境政策。,original_book,,使用原书例句与原书中文译文。,True
n3_2054,2054,N3,20,130,132,設備,せつび,名·他サ,设备,设备,防火設備を入室検査する知らせが掲示板に張っている。,防火設備を入室検査する知らせが掲示板に張っている。,贴着的通知上说要入室检查防火设备。,贴着的通知上说要入室检查防火设备。,original_book,,使用原书例句与原书中文译文。,True
n3_2055,2055,N3,20,130,132,責める,せめる,他一,非难,非难,みんなは集まって、彼の無責任な行為を責めている。,みんなは集まって、彼の無責任な行為を責めている。,大家聚集起来声讨他不负责任的行为。,大家聚集起来声讨他不负责任的行为。,original_book,,使用原书例句与原书中文译文。,True
n3_2056,2056,N3,20,130,132,先々週,せんせんしゅう,名,上上个星期,上上个星期,先々週日本の友達が北京へ観光に来た。,先々週日本の友達が北京へ観光に来た。,上上个星期，日本的朋友来北京观光。,上上个星期，日本的朋友来北京观光。,original_book,,使用原书例句与原书中文译文。,True
n3_2057,2057,N3,20,130,132,騒々しい,そうぞうしい,形,吵闹，嘈杂，喧嚣,吵闹，嘈杂，喧嚣,室内が騒々しく、勉強できない。,室内が騒々しく、勉強できない。,屋子里很吵，无法学习。,屋子里很吵，无法学习。,original_book,,使用原书例句与原书中文译文。,True
n3_2058,2058,N3,20,130,132,存在,そんざい,名·自サ,存在,存在,彼は歴史上 最も重要な存在のひとりである。,彼は歴史上最も重要な存在のひとりである。,他是历史上最重要的人物之一。,他是历史上最重要的人物之一。,original_book,,使用原书例句与原书中文译文。,True
n3_2059,2059,N3,20,130,132,尊重,そんちょう,名·他サ,尊重,尊重,他人の意見は尊重すべきである。,他人の意見は尊重すべきである。,要尊重别人的意见。,要尊重别人的意见。,original_book,,使用原书例句与原书中文译文。,True
n3_2060,2060,N3,20,130,132,ダイエット,ダイエット,名·自サ,减肥,减肥,ダイエット食品を食べて、体重を落とす。,ダイエット食品を食べて、体重を落とす。,通过吃减肥食品减重。,通过吃减肥食品减重。,original_book,,使用原书例句与原书中文译文。,True
n3_2061,2061,N3,20,130,132,多少,たしょう,名·副,多少，多寡；稍微，有点儿,多少，多寡；稍微，有点儿,君もその件については多少責任がある。,君もその件については多少責任がある。,那件事情你多少也有责任。,那件事情你多少也有责任。,original_book,,使用原书例句与原书中文译文。,True
n3_2062,2062,N3,20,131,133,だって,だって,接续,因为；但是，可是；就连……也；即便……也；据说,因为；但是，可是；就连……也；即便……也；据说,A：なぜ遅刻した？B：だって、ストライキで電車が来ないんですもの。,A：なぜ遅刻した？B：だって、ストライキで電車が来ないんですもの。,为什么迟到？因为罢工，没有电车啊。,为什么迟到？因为罢工，没有电车啊。,original_book,,使用原书例句与原书中文译文。,True
n3_2063,2063,N3,20,131,133,男子,だんし,名,男子，男儿；男性，男子汉,男子，男儿；男性，男子汉,ここは女子学生の着替え室だから、男子禁止だ。,ここは女子学生の着替え室だから、男子禁止だ。,这里是女生的更衣室，男生止步。,这里是女生的更衣室，男生止步。,original_book,,使用原书例句与原书中文译文。,True
n3_2064,2064,N3,20,131,133,抵抗,ていこう,名·自サ,抵抗，抗拒；反抗,抵抗，抗拒；反抗,大手資本の進出に地元の商店会が抵抗する。,大手資本の進出に地元の商店会が抵抗する。,当地商店协会抵制大资本的进入。,当地商店协会抵制大资本的进入。,original_book,,使用原书例句与原书中文译文。,True
n3_2065,2065,N3,20,131,133,手続,てつづき,名,手续,手续,そんな面倒な手続きをやめにしよう。,そんな面倒な手続きをやめにしよう。,取消那些烦琐的手续吧。,取消那些烦琐的手续吧。,original_book,,使用原书例句与原书中文译文。,True
n3_2066,2066,N3,20,131,133,デビュー,デビュー,名·自サ,初次登台，初出茅庐,初次登台，初出茅庐,彼は新人賞を取って華々しい文壇にデビューした。,彼は新人賞を取って華々しい文壇にデビューした。,他获得新人奖，华丽地登上了文坛。,他获得新人奖，华丽地登上了文坛。,original_book,,使用原书例句与原书中文译文。,True
n3_2067,2067,N3,20,131,133,デモ,デモ,名,抗议，示威,抗议，示威,デモを行う。,デモを行う。,举行示威。,举行示威。,original_book,,使用原书例句与原书中文译文。,True
n3_2068,2068,N3,20,131,133,電池,でんち,名,电池,电池,電池を取り替える。,電池を取り替える。,更换电池。,更换电池。,original_book,,使用原书例句与原书中文译文。,True
n3_2069,2069,N3,20,131,133,添付,てんぷ,名·他サ,添上,添上,レポートのデータをメールに添付して送った。,レポートのデータをメールに添付して送った。,把报告的数据作为邮件附件发送了。,把报告的数据作为邮件附件发送了。,original_book,,使用原书例句与原书中文译文。,True
n3_2070,2070,N3,20,131,133,倒産,とうさん,名·自サ,破产，倒闭,破产，倒闭,経済危機で多くの会社が倒産した。,経済危機で多くの会社が倒産した。,经济危机导致很多公司倒闭了。,经济危机导致很多公司倒闭了。,original_book,,使用原书例句与原书中文译文。,True
n3_2071,2071,N3,20,131,133,到着,とうちゃく,名·自サ,抵达,抵达,到着したらすぐに連絡してください。,到着したらすぐに連絡してください。,请在抵达后马上联系（我）。,请在抵达后马上联系（我）。,original_book,,使用原书例句与原书中文译文。,True
n3_2072,2072,N3,20,131,133,登録,とうろく,名·他サ,登记，注册,登记，注册,新しいコースを取るために、学生ポータルで登録を行った。,新しいコースを取るために、学生ポータルで登録を行った。,为了修新的课程，我在学生门户网站上登记了。,为了修新的课程，我在学生门户网站上登记了。,original_book,,使用原书例句与原书中文译文。,True
n3_2073,2073,N3,20,131,133,遠回り,とおまわり,名·自サ,绕远路；拐弯抹角,绕远路；拐弯抹角,工事のために遠回りをして学校に行った。,工事のために遠回りをして学校に行った。,因为施工，我绕远路去了学校。,因为施工，我绕远路去了学校。,original_book,,使用原书例句与原书中文译文。,True
n3_2074,2074,N3,20,131,133,伴う,ともなう,自他五,伴随；带领；相称，相配,伴随；带领；相称，相配,その手術には多少の危険が伴う。,その手術には多少の危険が伴う。,做那个手术有一点儿危险。,做那个手术有一点儿危险。,original_book,,使用原书例句与原书中文译文。,True
n3_2075,2075,N3,20,131,133,ドラマ,ドラマ,名,戏剧，戏曲；剧,戏剧，戏曲；剧,毎週土曜日の夜、私たち家族は一緒に日本のドラマを見るのが楽しみです。,毎週土曜日の夜、私たち家族は一緒に日本のドラマを見るのが楽しみです。,我们全家人都很期待每周六晚上一起看日剧。,我们全家人都很期待每周六晚上一起看日剧。,original_book,,使用原书例句与原书中文译文。,True
n3_2076,2076,N3,20,131,133,トランク,トランク,名,手提箱，皮箱；行李箱,手提箱，皮箱；行李箱,衣服をトランクにつめる。,衣服をトランクにつめる。,将衣服塞进行李箱。,将衣服塞进行李箱。,original_book,,使用原书例句与原书中文译文。,True
n3_2077,2077,N3,20,131,133,トンネル,トンネル,名,隧道,隧道,山にトンネルを掘る。,山にトンネルを掘る。,在山中挖隧道。,在山中挖隧道。,original_book,,使用原书例句与原书中文译文。,True
n3_2078,2078,N3,20,131,133,中身·中味,なかみ,名,内容；装在其中的东西,内容；装在其中的东西,中身の薄い話だった。,中身の薄い話だった。,没有深度的话语。,没有深度的话语。,original_book,,使用原书例句与原书中文译文。,True
n3_2079,2079,N3,20,131,133,年代,ねんだい,名,年代，时代,年代，时代,彼と話した時に年代の差を感じた。,彼と話した時に年代の差を感じた。,和他谈话时感觉到了年龄的差距。,和他谈话时感觉到了年龄的差距。,original_book,,使用原书例句与原书中文译文。,True
n3_2080,2080,N3,20,132,134,覗く,のぞく,自他五,露出；窥视，探视,露出；窥视，探视,部屋を覗く。,部屋を覗く。,窥视房间。,窥视房间。,original_book,,使用原书例句与原书中文译文。,True
n3_2081,2081,N3,20,132,134,売買,ばいばい,名·他サ,买卖；交易,买卖；交易,不動産の売買をしている。,不動産の売買をしている。,买卖房地产。,买卖房地产。,original_book,,使用原书例句与原书中文译文。,True
n3_2082,2082,N3,20,132,134,掃く,はく,他五,扫，打扫,扫，打扫,歩道を掃く。,歩道を掃く。,打扫道路。,打扫道路。,original_book,,使用原书例句与原书中文译文。,True
n3_2083,2083,N3,20,132,134,果たして,はたして,副,果然，果真,果然，果真,果たして彼女は独身だった。,果たして彼女は独身だった。,她果然是单身。,她果然是单身。,original_book,,使用原书例句与原书中文译文。,True
n3_2084,2084,N3,20,132,134,反映,はんえい,名·自他サ,反射；反映,反射；反映,川に月の光が反映している。,川に月の光が反映している。,月光映在水面上。,月光映在水面上。,original_book,,使用原书例句与原书中文译文。,True
n3_2085,2085,N3,20,132,134,犯人,はんにん,名,犯人，罪犯,犯人，罪犯,だれが犯人か分からない。,だれが犯人か分からない。,不知道谁是罪犯。,不知道谁是罪犯。,original_book,,使用原书例句与原书中文译文。,True
n3_2086,2086,N3,20,132,134,半分,はんぶん,名,一半，二分之一,一半，二分之一,宿題はまだ半分しかできていない。,宿題はまだ半分しかできていない。,作业只做了一半。,作业只做了一半。,original_book,,使用原书例句与原书中文译文。,True
n3_2087,2087,N3,20,132,134,引き算,ひきざん,名,减法,减法,23から15を引き算しなさい。,23から15を引き算しなさい。,请计算23减15。,请计算23减15。,original_book,,使用原书例句与原书中文译文。,True
n3_2088,2088,N3,20,132,134,秘密,ひみつ,名,秘密，机密,秘密，机密,秘密を漏らす。,秘密を漏らす。,泄露秘密。,泄露秘密。,original_book,,使用原书例句与原书中文译文。,True
n3_2089,2089,N3,20,132,134,不満,ふまん,名·形动,不满，不满足，不满意,不满，不满足，不满意,彼が度々海外出 張するのが妻の不満の種だった。,彼が度々海外出張するのが妻の不満の種だった。,他经常去海外出差是妻子不满的根由。,他经常去海外出差是妻子不满的根由。,original_book,,使用原书例句与原书中文译文。,True
n3_2090,2090,N3,20,132,134,冬日,ふゆび,名,冬日，冬天的阳光,冬日，冬天的阳光,冬日の暖かい日差しは、とても心地よい。,冬日の暖かい日差しは、とても心地よい。,冬日暖阳让人感觉很舒服。,冬日暖阳让人感觉很舒服。,original_book,,使用原书例句与原书中文译文。,True
n3_2091,2091,N3,20,132,134,冬物,ふゆもの,名,冬季用品，冬季服装,冬季用品，冬季服装,寒くなってきたので、冬物のコートを出した。,寒くなってきたので、冬物のコートを出した。,天气越来越冷了，我把冬季大衣拿了出来。,天气越来越冷了，我把冬季大衣拿了出来。,original_book,,使用原书例句与原书中文译文。,True
n3_2092,2092,N3,20,132,134,不利,ふり,名·形动,不利,不利,試合の形勢は我々に不利だった。,試合の形勢は我々に不利だった。,比赛形势对我们很不利。,比赛形势对我们很不利。,original_book,,使用原书例句与原书中文译文。,True
n3_2093,2093,N3,20,132,134,振り向く,ふりむく,自五,回头，回顾,回头，回顾,名前を呼ばれて振り向いたら、昔の友達だった。,名前を呼ばれて振り向いたら、昔の友達だった。,有人叫我，我转头一看，原来是以前的朋友。,有人叫我，我转头一看，原来是以前的朋友。,original_book,,使用原书例句与原书中文译文。,True
n3_2094,2094,N3,20,132,134,古着,ふるぎ,名,旧衣服,旧衣服,この古着屋では、ユニークなアイテムが見つかることがある。,この古着屋では、ユニークなアイテムが見つかることがある。,在这家旧衣店里，有时能找到一些独特的单品。,在这家旧衣店里，有时能找到一些独特的单品。,original_book,,使用原书例句与原书中文译文。,True
n3_2095,2095,N3,20,132,134,プレッシャー,プレッシャー,名,压力,压力,試験のプレッシャーで、最近あまり眠れていない。,試験のプレッシャーで、最近あまり眠れていない。,考试的压力让我最近都睡得不太好。,考试的压力让我最近都睡得不太好。,original_book,,使用原书例句与原书中文译文。,True
n3_2096,2096,N3,20,132,134,プロ,プロ,名,专业（的），职业,专业（的），职业,彼はサッカーでプロを目指している。,彼はサッカーでプロを目指している。,他正努力成为足球职业选手。,他正努力成为足球职业选手。,original_book,,使用原书例句与原书中文译文。,True
n3_2097,2097,N3,20,132,134,ブログ,ブログ,名,博客,博客,彼は毎日の出来事をブログに書いている。,彼は毎日の出来事をブログに書いている。,他把每天发生的事情写在博客上。,他把每天发生的事情写在博客上。,original_book,,使用原书例句与原书中文译文。,True
n3_2098,2098,N3,20,132,134,平均,へいきん,名·自他サ,平均，平均值,平均，平均值,彼らは平均して1か月に12日しか働かない。,彼らは平均して1か月に12日しか働かない。,他们平均一个月只工作12天。,他们平均一个月只工作12天。,original_book,,使用原书例句与原书中文译文。,True
n3_2099,2099,N3,20,133,135,方面,ほうめん,名,方面；领域,方面；领域,どの方面に爆発の音が聞こえたのですか。,どの方面に爆発の音が聞こえたのですか。,听到哪个区域传来了爆炸声？,听到哪个区域传来了爆炸声？,original_book,,使用原书例句与原书中文译文。,True
n3_2100,2100,N3,20,133,135,頬,ほほ・ほお,名,脸颊，脸蛋,脸颊，脸蛋,おいしくて頬が落ちそうだった。,おいしくて頬が落ちそうだった。,好吃得不得了。,好吃得不得了。,original_book,,使用原书例句与原书中文译文。,True
n3_2101,2101,N3,20,133,135,任せる,まかせる,他一,委托，托付，交给；听任，任凭,委托，托付，交给；听任，任凭,あの男にはこの仕事は任せられない。,あの男にはこの仕事は任せられない。,不能把工作交给他。,不能把工作交给他。,original_book,,使用原书例句与原书中文译文。,True
n3_2102,2102,N3,20,133,135,見上げる,みあげる,他一,仰视，抬头看，向上看,仰视，抬头看，向上看,空を見上げる少女の瞳に映る世界を描いてくれた小説です。,空を見上げる少女の瞳に映る世界を描いてくれた小説です。,这部小说描写了仰望天空的少女眼中的世界。,这部小说描写了仰望天空的少女眼中的世界。,original_book,,使用原书例句与原书中文译文。,True
n3_2103,2103,N3,20,133,135,見送る,みおくる,他五,目送；送行，送别；搁置，暂缓考虑,目送；送行，送别；搁置，暂缓考虑,込んでいたのでバスを1台見送った。,込んでいたのでバスを1台見送った。,因为这辆公交车上乘客太多，所以没上车，等下一辆。,因为这辆公交车上乘客太多，所以没上车，等下一辆。,original_book,,使用原书例句与原书中文译文。,True
n3_2104,2104,N3,20,133,135,迷惑,めいわく,名·形动·自サ,麻烦，烦扰，为难，打搅,麻烦，烦扰，为难，打搅,ご迷惑をおかけして申し訳ありませんが、彼に伝言をお願いします。,ご迷惑をおかけして申し訳ありませんが、彼に伝言をお願いします。,麻烦您帮我向他传个信儿。,麻烦您帮我向他传个信儿。,original_book,,使用原书例句与原书中文译文。,True
n3_2105,2105,N3,20,133,135,メッセージ,メッセージ,名,通信，消息，音信，口信；致辞,通信，消息，音信，口信；致辞,社長からのメッセージをお伝えします。,社長からのメッセージをお伝えします。,向您转达总经理的口信。,向您转达总经理的口信。,original_book,,使用原书例句与原书中文译文。,True
n3_2106,2106,N3,20,133,135,モダン,モダン,形动,现代，近代，新式；时髦，流行,现代，近代，新式；时髦，流行,当時としてはモダンな服装でした。,当時としてはモダンな服装でした。,在当时是很时髦的衣服。,在当时是很时髦的衣服。,original_book,,使用原书例句与原书中文译文。,True
n3_2107,2107,N3,20,133,135,ゆったり,ゆったり,副·自サ,宽敞，舒适；舒畅,宽敞，舒适；舒畅,伯父と一緒にいると気持ちがゆったりする。,伯父と一緒にいると気持ちがゆったりする。,和伯父在一起时心情很舒畅。,和伯父在一起时心情很舒畅。,original_book,,使用原书例句与原书中文译文。,True
n3_2108,2108,N3,20,133,135,予防,よぼう,名·他サ,预防,预防,子供が風邪をひかないように予防する。,子供が風邪をひかないように予防する。,预防孩子感冒。,预防孩子感冒。,original_book,,使用原书例句与原书中文译文。,True
n3_2109,2109,N3,20,133,135,量,りょう,名,分量，数量,分量，数量,酒も量を過ごすと害になる。,酒も量を過ごすと害になる。,饮酒过量有害健康。,饮酒过量有害健康。,original_book,,使用原书例句与原书中文译文。,True
n3_2110,2110,N3,20,133,135,レジ袋,レジぶくろ,名,购物袋，塑料袋,购物袋，塑料袋,スーパーでの買い物時には、自分のレジ袋を持参するようにしている。,スーパーでの買い物時には、自分のレジ袋を持参するようにしている。,在超市购物时，我尽量带上自己的购物袋。,在超市购物时，我尽量带上自己的购物袋。,original_book,,使用原书例句与原书中文译文。,True
n3_2111,2111,N3,20,133,135,レディース,レディース,名,女士,女士,この店はレディース服の種類が豊富で、選ぶのが楽しい。,この店はレディース服の種類が豊富で、選ぶのが楽しい。,这家店女装种类丰富，让我挑选得很开心。,这家店女装种类丰富，让我挑选得很开心。,original_book,,使用原书例句与原书中文译文。,True
n3_2112,2112,N3,20,133,135,レントゲン,レントゲン,名,X光线,X光线,患者の胸にレントゲンをかける。,患者の胸にレントゲンをかける。,给患者照胸部X光。,给患者照胸部X光。,original_book,,使用原书例句与原书中文译文。,True
n3_2113,2113,N3,20,134,136,話題,わだい,名,话题,话题,その事件で彼は大分話題を撒いた。,その事件で彼は大分話題を撒いた。,在那个事件中，他引发了很多话题。,在那个事件中，他引发了很多话题。,original_book,,使用原书例句与原书中文译文。,True
n3_2114,2114,N3,21,135,137,預かる,あずかる,他五,收存，保管；担任，管理,收存，保管；担任，管理,お荷物は私が預かります。,お荷物は私が預かります。,您的行李暂由我保管。,您的行李暂由我保管。,original_book,,使用原书例句与原书中文译文。,True
n3_2115,2115,N3,21,135,137,汗,あせ,名,汗,汗,汗を出して風邪を治します。,汗を出して風邪を治します。,发汗治感冒。,发汗治感冒。,original_book,,使用原书例句与原书中文译文。,True
n3_2116,2116,N3,21,135,137,表す,あらわす,他五,表现，表达,表现，表达,それをどういって表してよいか分かりません。,それをどういって表してよいか分かりません。,真不知道那该如何表达。,真不知道那该如何表达。,original_book,,使用原书例句与原书中文译文。,True
n3_2117,2117,N3,21,135,137,居酒屋,いざかや,名,居酒屋，小酒馆,居酒屋，小酒馆,金曜日の夜は、友達と居酒屋で食事を楽しんだ。,金曜日の夜は、友達と居酒屋で食事を楽しんだ。,周五晚上，我和朋友在小酒馆愉快地吃了一顿饭。,周五晚上，我和朋友在小酒馆愉快地吃了一顿饭。,original_book,,使用原书例句与原书中文译文。,True
n3_2118,2118,N3,21,135,137,異常,いじょう,名·形动,异常，非常，不寻常，反常,异常，非常，不寻常，反常,このパソコンは起動時に異常があるみたい。修理に出さないと。,このパソコンは起動時に異常があるみたい。修理に出さないと。,这台电脑好像启动时异常，得送去修理了。,这台电脑好像启动时异常，得送去修理了。,original_book,,使用原书例句与原书中文译文。,True
n3_2119,2119,N3,21,135,137,イスラム教,イスラムきょう,名,伊斯兰教,伊斯兰教,世界史の授業でイスラム教について学んだ。,世界史の授業でイスラム教について学んだ。,在世界历史课上学习了伊斯兰教的相关知识。,在世界历史课上学习了伊斯兰教的相关知识。,original_book,,使用原书例句与原书中文译文。,True
n3_2120,2120,N3,21,135,137,営業,えいぎょう,名·他サ,营业,营业,営業を妨害する。,営業を妨害する。,妨碍正常营业。,妨碍正常营业。,original_book,,使用原书例句与原书中文译文。,True
